
Code	enseig.	Activité	Jour	Heure	début	Heure	fin	Semaine	Locaux	Type	créneau	Lib.	créneau						
LA12	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	C	104	Groupe	actif	D	1								
LA12	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	B	213	Groupe	actif	D	2								
LA12	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	C	211	Groupe	actif	D	3								
LA12	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	107	Groupe	actif	D	4								
LA12	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	C	104	Groupe	actif	D	5								
LA12	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	C	111	Groupe	actif	D	6								
LA12	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	111	Groupe	actif	D	7								
LA13	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	200	Groupe	actif	D	1								
LA13	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	C	104	Groupe	actif	D	10								
LA13	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	C	104	Groupe	actif	D	11								
LA13	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	104	Groupe	actif	D	12								
LA13	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	107	Groupe	actif	D	13								
LA13	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	C	107	Groupe	actif	D	14								
LA13	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	C	200	Groupe	actif	D	15								
LA13	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	C	114	Groupe	actif	D	16								
LA13	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	414	Groupe	actif	D	17								
LA13	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	114	Groupe	actif	D	18								
LA13	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	C	104	Groupe	actif	D	19								
LA13	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	114	Groupe	actif	D	2								
LA13	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	C	111	Groupe	actif	D	20								
LA13	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	C	211	Groupe	actif	D	21								
LA13	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	C	104	Groupe	actif	D	22								
LA13	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	C	107	Groupe	actif	D	23								
LA13	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	104	Groupe	actif	D	3								
LA13	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	211	Groupe	actif	D	4								
LA13	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	C	107	Groupe	actif	D	5								
LA13	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	C	111	Groupe	actif	D	6								
LA13	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	C	114	Groupe	actif	D	7								
LA13	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	107	Groupe	actif	D	8								
LA13	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	114	Groupe	actif	D	9								
LA14	Cours	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	205	Groupe	actif	C									
LA14	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	207	Groupe	actif	D	1								
LA14	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	114	Groupe	actif	D	2								



LA14	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	201	Groupe	actif	D	3								
LA14	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	200	Groupe	actif	D	4								
LA14	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	C	211	Groupe	actif	D	5								
LA14	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	200	Groupe	actif	D	6								
LA14	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	200	Groupe	actif	D	7								
LA14	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	C	207	Groupe	actif	D	8								
LA15	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	C	114	Groupe	actif	D									
LA20	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	B	214	Groupe	actif	D									
LA21	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	B	214	Groupe	actif	D	1								
LA21	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	B	214	Groupe	actif	D	2								
LA21	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	B	214	Groupe	actif	D	3								
LA21	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	B	214	Groupe	actif	D	4								
LA21	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	B	214	Groupe	actif	D	5								
LA21	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	B	214	Groupe	actif	D	6								
LA21	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	B	214	Groupe	actif	D	7								
LA21	TD	Jeudi	04:30:00 PM	06:30:00 PM	BF	B	214	Groupe	de	réserve	D	8							
LA22	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	B	213	Groupe	actif	D	1								
LA22	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	414	Groupe	actif	D	2								
LA22	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	B	213	Groupe	actif	D	3								
LA22	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	B	213	Groupe	actif	D	4								
LA22	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	203	Groupe	actif	D	5								
LA22	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	B	213	Groupe	actif	D	6								
LA22	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	B	213	Groupe	actif	D	7								
LA22	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	B	213	Groupe	actif	D	8								
LA23	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	B	214	Groupe	actif	D	1								
LA23	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	B	214	Groupe	actif	D	2								
LA23	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	104	Groupe	actif	D	3								
LA23	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	C	104	Groupe	actif	D	4								
LA24	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	B	213	Groupe	actif	D									
LA24	TD	Lundi	01:00:00 PM	02:00:00 PM	BF	B	213	Groupe	actif	T									
LA91	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	207	Groupe	actif	D	1								
LA91	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	207	Groupe	de	réserve	D	2							
LA91	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	C	207	Groupe	actif	T	1								
LA91	TD	Mardi	10:15:00 AM	12:15:00 PM	SI	CT	113	Groupe	de	réserve	T	2							
LA92	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	C	207	Groupe	actif	D	1								
LA92	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	C	207	Groupe	actif	D	2								
LA92	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	C	207	Groupe	actif	D	3								
LA92	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	207	Groupe	de	réserve	D	4							
LA92	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	C	207	Groupe	actif	T	1								
LA92	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	C	107	Groupe	actif	T	2								



LA92	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	C	207	Groupe	actif	T	3								
LA92	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	C	207	Groupe	de	réserve	T	4							
LA93	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	413	Groupe	actif	D	1								
LA93	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	413	Groupe	actif	D	2								
LA93	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	C	207	Groupe	actif	D	3								
LA93	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	413	Groupe	actif	D	4								
LA93	TD	Mardi	01:00:00 PM	02:00:00 PM	BF	C	111	Groupe	actif	T	1								
LA93	TD	Jeudi	06:45:00 PM	07:45:00 PM	BF	C	104	Groupe	actif	T	2								
LA93	TD	Vendredi	10:15:00 AM	11:15:00 AM	BF	A	413	Groupe	actif	T	3								
LA93	TD	Vendredi	11:15:00 AM	12:15:00 PM	BF	A	413	Groupe	actif	T	4								
LA94	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	413	Groupe	actif	D									
LA95	TD	Vendredi	09:00:00 AM	10:00:00 AM	BF	A	413	Groupe	actif	D									
LB24	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	104	Groupe	actif	D									
LB24	TD	Mardi	01:00:00 PM	02:00:00 PM	BF	C	104	Groupe	actif	T									
LC14	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	205	Groupe	actif	C									
LC14	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	B	213	Groupe	actif	D	1								
LC14	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	C	111	Groupe	actif	D	10								
LC14	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	B	213	Groupe	actif	D	2								
LC14	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	414	Groupe	actif	D	3								
LC14	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	211	Groupe	actif	D	4								
LC14	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	413	Groupe	actif	D	5								
LC14	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	414	Groupe	actif	D	6								
LC14	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	201	Groupe	actif	D	7								
LC14	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	C	111	Groupe	actif	D	8								
LC14	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	B	213	Groupe	actif	D	9								
LC72	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	C	114	Groupe	actif	D	1								
LC72	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	B	214	Groupe	actif	D	2								
LC73	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	B	214	Groupe	actif	D	1								
LC73	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	C	114	Groupe	actif	D	2								
LC74	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	B	214	Groupe	actif	D									
LD14	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	A	414	Groupe	actif	D	1								
LD14	TD	Mardi	10:15:00 AM	12:15:00 PM	SI	PEP	245	Groupe	actif	D	2								
LD14	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	C	107	Groupe	actif	D	3								
LD14	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	C	107	Groupe	actif	D	4								
LD14	TP	Jeudi	01:00:00 PM	02:00:00 PM	BF	A	318A	Groupe	actif	T	1								
LD14	TP	Jeudi	01:00:00 PM	02:00:00 PM	BF	A	401	Groupe	actif	T	2								
LG30	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	C	111	Groupe	actif	D	1								
LG30	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	111	Groupe	actif	D	2								
LG31	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	207	Groupe	actif	D									
LG32	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	C	200	Groupe	actif	D									



LG33	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	C	200	Groupe	actif	D									
LG40	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	C	111	Groupe	actif	D	1								
LG40	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	111	Groupe	actif	D	2								
LG41	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	111	Groupe	actif	D									
LG42	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	203	Groupe	actif	D									
LG50	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	200	Groupe	actif	D	1								
LG50	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	C	200	Groupe	actif	D	2								
LG50	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	C	200	Groupe	actif	D	3								
LG51	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	201	Groupe	actif	D	1								
LG51	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	201	Groupe	actif	D	2								
LG52	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	201	Groupe	actif	D									
LG53	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	C	201	Groupe	actif	D									
LG60	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	C	201	Groupe	actif	D	1								
LG60	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	201	Groupe	actif	D	2								
LG61	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	413	Groupe	actif	D	1								
LG61	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	413	Groupe	actif	D	2								
LG62	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	A	413	Groupe	actif	D									
LG63	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	203	Groupe	actif	D									
LH12	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	104	Groupe	actif	D	1								
LH12	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	C	114	Groupe	actif	D	2								
LH13	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	C	107	Groupe	actif	D	1								
LH13	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	107	Groupe	actif	D	2								
LH13	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	207	Groupe	de	réserve	D	3							
LH14	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	413	Groupe	actif	D	1								
LH14	TD	Jeudi	04:30:00 PM	06:30:00 PM	BF	A	413	Groupe	actif	D	2								
LH15	Cours	Jeudi	01:00:00 PM	02:00:00 PM	BF	A	206	Groupe	actif	C									
LH15	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	111	Groupe	actif	D	1								
LH15	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	111	Groupe	actif	D	2								
LH16	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	B	214	Groupe	actif	D	1								
LH16	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	C	107	Groupe	actif	D	2								
LH17	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	206	Groupe	actif	C									
LH17	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	211	Groupe	actif	D	1								
LH17	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	C	207	Groupe	actif	D	2								
LH20	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	B	214	Groupe	actif	D									
LH20	TD	Lundi	01:00:00 PM	02:00:00 PM	BF	B	214	Groupe	actif	T									
LH21	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	B	214	Groupe	actif	D									
LH21	TD	Mardi	01:00:00 PM	02:00:00 PM	BF	B	214	Groupe	actif	T									
LO21	Cours	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	205	Groupe	actif	C									
LO21	TD	Lundi	08:00:00 AM	12:00:00 PM	PG	O	226	Groupe	actif	D	1								
LO21	TD	Mercredi	02:30:00 PM	06:30:00 PM	PG	O	226	Groupe	actif	D	2								



LO21	TD	Vendredi	02:30:00 PM	06:30:00 PM	PG	O	226	Groupe	actif	D	3								
LO23	Cours	Mardi	08:00:00 AM	10:00:00 AM	BF	A	205	Groupe	actif	C									
LO23	TD	Mercredi	10:15:00 AM	01:15:00 PM	BF	A	505,	BF	A	504	Groupe	actif	D						
MC02	Cours	Lundi	10:15:00 AM	12:15:00 PM	BF	A	206	Groupe	actif	C									
MC02	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	B	113,	BF	B	210	Groupe	actif	D						
MC02	TP	Vendredi	08:00:00 AM	12:00:00 PM	semaine	A	CR	G	110A	Groupe	actif	T	1						
MC02	TP	Vendredi	08:00:00 AM	12:00:00 PM	semaine	B	CR	G	110A	Groupe	actif	T	1						
MC02	TP	Mardi	08:00:00 AM	12:00:00 PM	CR	G	110A	Groupe	de	réserve	T	2							
MC06	Cours	Lundi	02:15:00 PM	04:15:00 PM	BF	A	202	Groupe	actif	C									
MC06	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	B	217	Groupe	actif	D									
MC06	TP	Vendredi	02:30:00 PM	06:30:00 PM	semaine	A	CR	G	124	Groupe	actif	T							
MC06	TP	Vendredi	02:30:00 PM	06:30:00 PM	semaine	B	CR	G	124	Groupe	actif	T							
MI01	Cours	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	104	Groupe	actif	C									
MI01	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	A	516	Groupe	actif	D	1								
MI01	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	516	Groupe	actif	D	2								
MI01	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	419	Groupe	actif	D	3								
MI01	TP	Lundi	10:15:00 AM	12:15:00 PM	PG	J	207A	Groupe	actif	T	1								
MI01	TP	Mardi	08:00:00 AM	10:00:00 AM	PG	J	207A	Groupe	actif	T	2								
MI01	TP	Mercredi	02:15:00 PM	04:15:00 PM	PG	J	207A	Groupe	actif	T	3								
MI01	TP	Vendredi	02:15:00 PM	04:15:00 PM	PG	J	207A	Groupe	actif	T	4								
MI12	Cours	Vendredi	04:30:00 PM	06:00:00 PM	PG	J	216,	SI	PEP	255	Groupe	actif	C						
MI12	TD	Vendredi	08:00:00 AM	12:00:00 PM	PG	J	216,	SI	PEP	255	Groupe	actif	D						
ML01	Cours	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	205	Groupe	actif	C									
ML01	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	A	509	Groupe	actif	D	1								
ML01	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	B	215	Groupe	actif	D	2								
ML01	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	509	Groupe	actif	D	3								
ML01	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	509	Groupe	actif	D	4								
ML01	TD	Jeudi	04:30:00 PM	06:30:00 PM	BF	A	509	Groupe	actif	D	5								
MP03	Cours	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	318A	Groupe	actif	C									
MP03	TD	Vendredi	04:30:00 PM	06:30:00 PM	BF	B	215	Groupe	actif	D									
MQ01	Cours	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	205	Groupe	actif	C									
MQ01	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	A	405	Groupe	actif	D	1								
MQ01	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	405	Groupe	actif	D	2								
MQ01	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	602	Groupe	actif	D	3								
MQ01	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	518	Groupe	actif	D	4								
MQ01	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	405	Groupe	actif	D	5								
MQ01	TP	Lundi	01:00:00 PM	04:00:00 PM	semaine	A	CR	H	126	Groupe	actif	T	1						
MQ01	TP	Lundi	01:00:00 PM	04:00:00 PM	semaine	B	CR	H	126	Groupe	actif	T	1						
MQ01	TP	Mercredi	08:00:00 AM	11:00:00 AM	semaine	A	CR	H	126	Groupe	actif	T	2						
MQ01	TP	Mercredi	08:00:00 AM	11:00:00 AM	semaine	B	CR	H	126	Groupe	actif	T	2						



MQ01	TP	Mercredi	01:00:00 PM	04:00:00 PM	semaine	A	CR	H	126	Groupe	actif	T	3						
MQ01	TP	Mercredi	01:00:00 PM	04:00:00 PM	semaine	B	CR	H	126	Groupe	actif	T	3						
MQ01	TP	Jeudi	01:00:00 PM	04:00:00 PM	CR	H	126	Groupe	actif	T	4								
MQ01	TP	Vendredi	01:00:00 PM	04:00:00 PM	semaine	A	CR	H	126	Groupe	actif	T	5						
MQ01	TP	Vendredi	01:00:00 PM	04:00:00 PM	semaine	B	CR	H	126	Groupe	actif	T	5						
MQ01	TP	Jeudi	01:00:00 PM	04:00:00 PM	CR	H	126	Groupe	de	réserve	T	6							
MQ03	Cours	Lundi	08:00:00 AM	10:00:00 AM	BF	A	205	Groupe	actif	C									
MQ03	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	A	516	Groupe	actif	D	1								
MQ03	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	417	Groupe	actif	D	2								
MQ03	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	516	Groupe	actif	D	3								
MQ03	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	516	Groupe	actif	D	4								
MQ03	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	419	Groupe	actif	D	5								
MQ03	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	419	Groupe	actif	D	6								
MQ03	TP	Mardi	08:00:00 AM	12:00:00 PM	semaine	B	PG	J	103	Groupe	actif	T	1						
MQ03	TP	Mardi	08:00:00 AM	12:00:00 PM	semaine	A	PG	J	103	Groupe	actif	T	1						
MQ03	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	B	PG	J	103	Groupe	actif	T	2						
MQ03	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	A	PG	J	103	Groupe	actif	T	2						
MQ03	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	A	PG	J	103	Groupe	actif	T	3						
MQ03	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	B	PG	J	103	Groupe	actif	T	3						
MQ03	TP	Jeudi	02:30:00 PM	06:30:00 PM	PG	J	103	Groupe	actif	T	4								
MQ03	TP	Vendredi	02:30:00 PM	06:30:00 PM	semaine	A	PG	J	103	Groupe	actif	T	5						
MQ03	TP	Vendredi	02:30:00 PM	06:30:00 PM	semaine	B	PG	J	103	Groupe	actif	T	5						
MQ06	Cours	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	108	Groupe	actif	C									
MQ06	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	314	Groupe	actif	D	1								
MQ06	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	A	419	Groupe	actif	D	2								
MQ06	TP	Mardi	08:00:00 AM	10:00:00 AM	BF	B	108	Groupe	actif	T	1								
MQ06	TP	Jeudi	04:30:00 PM	06:30:00 PM	semaine	A	BF	A	510	Groupe	actif	T	2						
MQ06	TP	Jeudi	04:30:00 PM	06:30:00 PM	semaine	B	BF	A	510	Groupe	actif	T	2						
MQ12	Cours	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	200	Groupe	actif	C									
MQ12	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	B	217	Groupe	actif	D									
MQ13	Cours	Lundi	10:15:00 AM	12:15:00 PM	BF	A	200	Groupe	actif	C									
MQ13	TD	Lundi	08:30:00 AM	10:00:00 AM	BF	B	216,	BF	A	406	Groupe	actif	D						
MQ13	TP	Mardi	02:30:00 PM	06:30:00 PM	CR	F	327	Groupe	actif	T	1								
MQ13	TP	Mardi	02:30:00 PM	06:30:00 PM	CR	F	327	Groupe	de	réserve	T	2							
MQ16	Cours	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	200	Groupe	actif	C									
MQ16	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	B	108	Groupe	actif	D									
MQ16	TP	Jeudi	08:00:00 AM	10:00:00 AM	BF	B	108	Groupe	actif	T									
MQ17	Cours	Vendredi	02:15:00 PM	04:15:00 PM	BF	A	205	Groupe	actif	C									
MQ17	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	A	517	Groupe	actif	D	1								
MQ17	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	517	Groupe	actif	D	2								



MQ17	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	602	Groupe	actif	D	3								
MQ17	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	420	Groupe	actif	D	4								
MQ17	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	420	Groupe	actif	D	5								
MQ17	TD	Vendredi	04:30:00 PM	06:30:00 PM	BF	A	404	Groupe	actif	D	6								
MQ17	TP	Lundi	08:00:00 AM	12:00:00 PM	semaine	B	CR	F	333	Groupe	actif	T	1						
MQ17	TP	Lundi	08:00:00 AM	12:00:00 PM	semaine	A	CR	F	333	Groupe	actif	T	1						
MQ17	TP	Lundi	02:30:00 PM	06:30:00 PM	semaine	A	CR	F	333	Groupe	actif	T	2						
MQ17	TP	Lundi	02:30:00 PM	06:30:00 PM	semaine	B	CR	F	333	Groupe	actif	T	2						
MQ17	TP	Mardi	02:30:00 PM	06:30:00 PM	semaine	B	CR	F	333	Groupe	actif	T	3						
MQ17	TP	Mardi	02:30:00 PM	06:30:00 PM	semaine	A	CR	F	333	Groupe	actif	T	3						
MQ17	TP	Mercredi	08:00:00 AM	12:00:00 PM	semaine	A	CR	F	333	Groupe	actif	T	4						
MQ17	TP	Mercredi	08:00:00 AM	12:00:00 PM	semaine	B	CR	F	333	Groupe	actif	T	4						
MQ17	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	A	CR	F	333	Groupe	actif	T	5						
MQ17	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	B	CR	F	333	Groupe	actif	T	5						
MQ17	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	B	CR	F	333	Groupe	actif	T	6						
MQ17	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	A	CR	F	333	Groupe	actif	T	6						
MQ17	TP	Vendredi	08:00:00 AM	12:00:00 PM	semaine	A	CR	F	333	Groupe	actif	T	7						
MQ17	TP	Vendredi	08:00:00 AM	12:00:00 PM	semaine	B	CR	F	333	Groupe	actif	T	7						
MQ20	Cours	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	318A	Groupe	actif	C									
MQ20	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	318A	Groupe	actif	D	1								
MQ20	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	A	306	Groupe	actif	D	2								
MQ21	Cours	Lundi	02:15:00 PM	04:15:00 PM	BF	A	200	Groupe	actif	C									
MQ21	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	403	Groupe	actif	D									
MQ21	TP	Jeudi	02:30:00 PM	06:30:00 PM	CR	H	125,	CR	H	148	Groupe	actif	T						
MS01	Cours	Lundi	08:00:00 AM	10:00:00 AM	BF	A	100	Groupe	actif	C									
MS01	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	418	Groupe	actif	D	1								
MS01	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	405	Groupe	actif	D	2								
MS01	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	A	406	Groupe	actif	D	3								
MS01	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	A	405	Groupe	de	réserve	D	4							
MS01	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	B	CR	F	151A	Groupe	actif	T	1						
MS01	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	A	CR	F	151A	Groupe	actif	T	1						
MS01	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	A	CR	F	151A	Groupe	actif	T	2						
MS01	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	B	CR	F	151A	Groupe	actif	T	2						
MS01	TP	Vendredi	08:00:00 AM	12:00:00 PM	semaine	B	CR	F	151A	Groupe	actif	T	3						
MS01	TP	Vendredi	08:00:00 AM	12:00:00 PM	semaine	A	CR	F	151A	Groupe	actif	T	3						
