
Code	enseig.	Activité	Jour	Heure	début	Heure	fin	Semaine	Locaux	Type	créneau	Lib.	créneau						
CM11	Cours	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	100	Groupe	actif	C									
CM11	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	A	403	Groupe	actif	D	1								
CM11	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	A	403	Groupe	actif	D	2								
CM11	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	405	Groupe	actif	D	3								
CM11	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	309	Groupe	actif	D	4								
CM11	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	A	404	Groupe	actif	D	5								
CM11	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	403	Groupe	actif	D	6								
CM11	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	B	ESCOM	ES	208	Groupe	actif	T	1						
CM11	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	A	ESCOM	ES	208	Groupe	actif	T	1						
CM11	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	B	ESCOM	ES	208	Groupe	actif	T	2						
CM11	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	A	ESCOM	ES	208	Groupe	actif	T	2						
CM11	TP	Vendredi	02:30:00 PM	06:30:00 PM	semaine	B	ESCOM	ES	208	Groupe	actif	T	3						
CM11	TP	Vendredi	02:30:00 PM	06:30:00 PM	semaine	A	ESCOM	ES	208	Groupe	actif	T	3						
CM12	Cours	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	106	Groupe	actif	C									
CM12	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	405	Groupe	actif	D	1								
CM12	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	403	Groupe	actif	D	2								
CM13	Cours	Jeudi	08:00:00 AM	10:00:00 AM	BF	A	318A	Groupe	actif	C									
CM13	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	A	404	Groupe	actif	D	1								
CM13	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	404	Groupe	actif	D	2								



CM13	TP	Mercredi	02:30:00 PM	06:30:00 PM	ESCOM	ES	204	Groupe	actif	T	1								
CM13	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	B	ESCOM	ES	204	Groupe	actif	T	2						
CM13	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	A	ESCOM	ES	204	Groupe	actif	T	2						
CM71	TP	Jeudi	01:30:00 PM	05:30:00 PM	CR	E	101	Groupe	actif	T									
DF03	Cours	Lundi	02:15:00 PM	04:15:00 PM	BF	A	206	Groupe	actif	C									
DF03	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	509	Groupe	actif	D									
DF04	Cours	Lundi	04:30:00 PM	06:30:00 PM	BF	A	200	Groupe	actif	C									
DF04	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	A	420,	BF	A	509	Groupe	actif	D						
DI01	Cours	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	104,	PG	J	110,	PG	J	115,	PG	J	116	Groupe	actif	C
DI02	Cours	Vendredi	08:00:00 AM	10:00:00 AM	PG	J	115,	PG	J	116	Groupe	actif	C						
DI02	TD	Vendredi	10:15:00 AM	12:15:00 PM	PG	J	115,	PG	J	116	Groupe	actif	D	1					
DI02	TD	Vendredi	02:15:00 PM	04:15:00 PM	PG	J	115,	PG	J	116	Groupe	actif	D	2					
DI04	Cours	Jeudi	02:15:00 PM	04:15:00 PM	PG	J	115,	PG	J	116	Groupe	actif	C						
DI04	TD	Jeudi	04:30:00 PM	06:30:00 PM	PG	J	115,	PG	J	116	Groupe	actif	D						
DI05	Cours	Mardi	10:15:00 AM	12:15:00 PM	BF	A	104	Groupe	actif	C									
DI05	TD	Mardi	02:15:00 PM	04:15:00 PM	SI	CI	207,	SI	CI	204	Groupe	actif	D	1					
DI05	TD	Mardi	04:30:00 PM	06:30:00 PM	SI	CI	207,	SI	CI	204	Groupe	actif	D	2					
DI08	Cours	Lundi	02:15:00 PM	04:15:00 PM	PG	J	115,	PG	J	116	Groupe	actif	C						
DI08	TD	Lundi	04:30:00 PM	06:30:00 PM	PG	J	115,	PG	J	116	Groupe	actif	D						
DS01	Cours	Mardi	01:00:00 PM	02:00:00 PM	PG	N	104	Groupe	actif	C									
DS01	TP	Mardi	02:15:00 PM	04:15:00 PM	PG	J	102	Groupe	actif	T	1								
DS01	TP	Mardi	04:30:00 PM	06:30:00 PM	PG	J	102	Groupe	actif	T	2								
ED01	TD	Vendredi	08:00:00 AM	12:00:00 PM	BF	A	314	Groupe	actif	D									
ED02	TD	Lundi	10:15:00 AM	01:15:00 PM	BF	A	304	Groupe	actif	D									
ED04	TD	Jeudi	10:15:00 AM	01:15:00 PM	BF	A	314	Groupe	actif	D									
ED04	TD	Mercredi	09:30:00 AM	12:30:00 PM	BF	A	314	Groupe	actif	D									
EG01	Cours	Mercredi	10:15:00 AM	12:15:00 PM	PG	J	115,	PG	J	110	Groupe	actif	C						
EG01	TD	Mercredi	02:15:00 PM	04:15:00 PM	PG	J	115,	PG	J	110	Groupe	actif	D						
EI02	Cours	Vendredi	01:00:00 PM	02:00:00 PM	BF	A	106	Groupe	actif	C									
EI02	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	616	Groupe	actif	D	1								
EI02	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	616	Groupe	actif	D	2								
EI04	Cours	Lundi	01:00:00 PM	02:00:00 PM	BF	A	200	Groupe	actif	C									
EI04	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	417	Groupe	actif	D									
EI05	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	517	Groupe	actif	C									
EI05	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	517	Groupe	actif	D									
EI07	Cours	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	200	Groupe	actif	C									
EI07	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	616	Groupe	actif	D	1								
EI07	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	616	Groupe	actif	D	2								
EN21	Cours	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	205	Groupe	actif	C									
EN21	TD	Lundi	08:15:00 AM	09:45:00 AM	BF	A	418	Groupe	actif	D	1								



EN21	TD	Lundi	10:45:00 AM	12:15:00 PM	BF	A	418	Groupe	actif	D	2								
EN21	TD	Lundi	02:30:00 PM	04:00:00 PM	BF	A	418	Groupe	actif	D	3								
EN21	TD	Lundi	04:45:00 PM	06:15:00 PM	BF	A	418	Groupe	actif	D	4								
EN21	TP	Mercredi	08:00:00 AM	12:00:00 PM	semaine	B	PG	J	207B	Groupe	actif	T	1						
EN21	TP	Mercredi	08:00:00 AM	12:00:00 PM	semaine	A	PG	J	207B	Groupe	actif	T	1						
EN21	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	A	PG	J	207B	Groupe	actif	T	2						
EN21	TP	Mercredi	02:30:00 PM	06:30:00 PM	semaine	B	PG	J	207B	Groupe	actif	T	2						
EN21	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	A	PG	J	207B	Groupe	actif	T	3						
EN21	TP	Jeudi	08:00:00 AM	12:00:00 PM	semaine	B	PG	J	207B	Groupe	actif	T	3						
EN21	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	A	PG	J	207B	Groupe	actif	T	4						
EN21	TP	Jeudi	02:30:00 PM	06:30:00 PM	semaine	B	PG	J	207B	Groupe	actif	T	4						
EV02	Cours	Mardi	08:00:00 AM	10:00:00 AM	BF	A	212	Groupe	actif	C									
EV02	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	212	Groupe	actif	D									
EV03	Cours	Mardi	02:15:00 PM	04:15:00 PM	BF	A	206	Groupe	actif	C									
EV03	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	509	Groupe	actif	D									
FE01	Cours	Mercredi	04:30:00 PM	05:30:00 PM	BF	A	206	Groupe	actif	C									
FE01	TD	Mercredi	05:30:00 PM	06:30:00 PM	BF	A	206	Groupe	actif	D									
FQ01	Cours	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	205	Groupe	actif	C									
FQ01	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	404	Groupe	actif	D	1								
FQ01	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	A	417	Groupe	actif	D	2								
FQ01	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	417	Groupe	actif	D	3								
FQ04	Cours	Mardi	02:15:00 PM	04:15:00 PM	SI	PEP	245,	SI	PEP	252,	SI	PEP	255	Groupe	actif	C			
FQ04	TD	Mardi	04:30:00 PM	06:30:00 PM	SI	PEP	245,	SI	PEP	252,	SI	PEP	255	Groupe	actif	D			
FR00	Activité	annexe	Jeudi	12:30:00 PM	02:00:00 PM	BF	A	212	Groupe	actif	D								
GB00	Activité	annexe	Vendredi	12:30:00 PM	02:00:00 PM	BF	A	205	Groupe	actif	D								
GE10	Cours	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	100	Groupe	actif	C									
GE10	TD	Lundi	08:00:00 AM	10:00:00 AM	BF	A	616	Groupe	actif	D	1								
GE10	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	A	616	Groupe	actif	D	2								
GE10	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	A	616	Groupe	actif	D	3								
GE10	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	616	Groupe	actif	D	4								
GE10	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	304	Groupe	actif	D	5								
GE13	Cours	Lundi	01:00:00 PM	02:00:00 PM	BF	A	204	Groupe	actif	C									
GE13	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	204	Groupe	actif	D	1								
GE13	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	204	Groupe	actif	D	2								
GE15	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	201	Groupe	actif	C									
GE15	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	616	Groupe	actif	D	1								
GE15	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	616	Groupe	actif	D	2								
GE20	Cours	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	106	Groupe	actif	C									
GE20	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	517	Groupe	actif	D	1								
GE20	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	517	Groupe	actif	D	2								



GE21	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	202	Groupe	actif	C									
GE21	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	419	Groupe	actif	D	1								
GE21	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	419	Groupe	actif	D	2								
GE22	Cours	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	104	Groupe	actif	C									
GE22	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	602	Groupe	actif	D	1								
GE22	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	602	Groupe	actif	D	2								
GE22	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	602	Groupe	actif	D	3								
GE22	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	420	Groupe	actif	D	4								
GE22	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	602	Groupe	actif	D	5								
GE22	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	420	Groupe	actif	D	6								
GE25	Cours	Jeudi	01:00:00 PM	02:00:00 PM	BF	A	204	Groupe	actif	C									
GE25	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	616	Groupe	actif	D									
GE27	Cours	Jeudi	01:00:00 PM	02:00:00 PM	PG	O	230	Groupe	actif	C									
GE27	TD	Jeudi	02:15:00 PM	04:15:00 PM	SI	PEP	245	Groupe	actif	D	1								
GE27	TD	Vendredi	10:15:00 AM	12:15:00 PM	SI	PEP	245	Groupe	actif	D	2								
GE28	Cours	Lundi	08:00:00 AM	10:00:00 AM	BF	A	310	Groupe	actif	C									
GE28	TD	Lundi	10:15:00 AM	11:15:00 AM	BF	A	517	Groupe	actif	D	1								
GE28	TD	Lundi	11:15:00 AM	12:15:00 PM	BF	A	517	Groupe	actif	D	2								
GE36	Cours	Lundi	01:00:00 PM	02:00:00 PM	BF	A	106	Groupe	actif	C									
GE36	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	517	Groupe	actif	D	1								
GE36	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	420	Groupe	actif	D	2								
GE36	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	420	Groupe	actif	D	3								
GE37	Cours	Lundi	10:15:00 AM	12:15:00 PM	BF	A	205	Groupe	actif	C									
GE37	TD	Lundi	01:15:00 PM	04:15:00 PM	SI	CI	205,	SI	CI	206	Groupe	actif	D	1					
GE37	TD	Mercredi	09:00:00 AM	12:00:00 PM	SI	CI	207,	SI	CI	204	Groupe	actif	D	2					
GE37	TD	Jeudi	09:00:00 AM	12:00:00 PM	SI	CI	207,	SI	CI	204	Groupe	actif	D	3					
GE37	TD	Vendredi	02:15:00 PM	05:15:00 PM	SI	CI	206,	SI	CI	205	Groupe	actif	D	4					
GE38	Cours	Mardi	01:00:00 PM	02:00:00 PM	SI	CI	205,	SI	CI	206	Groupe	actif	C						
GE38	TD	Mardi	02:15:00 PM	05:15:00 PM	SI	CI	205,	SI	CI	206	Groupe	actif	D						
GE39	Cours	Mardi	08:00:00 AM	09:00:00 AM	SI	CI	205,	SI	CI	206	Groupe	actif	C						
GE39	TD	Mardi	09:00:00 AM	12:00:00 PM	SI	CI	205,	SI	CI	206	Groupe	actif	D						
GE40	Cours	Mercredi	04:30:00 PM	06:30:00 PM	SI	CI	204,	SI	CI	207	Groupe	actif	C						
GE40	TD	Mercredi	01:15:00 PM	04:15:00 PM	SI	CI	204,	SI	CI	207	Groupe	actif	D						
GP00	Activité	annexe	Lundi	02:15:00 PM	06:15:00 PM	Groupe	actif	D											
HE01	Cours	Vendredi	09:00:00 AM	10:00:00 AM	BF	A	106	Groupe	actif	C									
HE01	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	517	Groupe	actif	D	1								
HE01	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	A	517	Groupe	actif	D	2								
HE03	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	108	Groupe	actif	C									
HE03	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	418	Groupe	actif	D	1								
HE03	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	418	Groupe	actif	D	2								



HT01	Cours	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	212	Groupe	actif	C									
HT01	TD	Mercredi	04:30:00 PM	05:30:00 PM	BF	A	212	Groupe	actif	D	1								
HT01	TD	Mercredi	05:30:00 PM	06:30:00 PM	BF	A	212	Groupe	actif	D	2								
HT04	Cours	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	212	Groupe	actif	C									
HT04	TD	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	212	Groupe	actif	D									
HT05	Cours	Lundi	02:15:00 PM	04:15:00 PM	BF	B	210	Groupe	actif	C									
HT05	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	B	210	Groupe	actif	D									
IA01	Cours	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	205	Groupe	actif	C									
IA01	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	A	420	Groupe	actif	D	1								
IA01	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	420	Groupe	actif	D	2								
IA01	TD	Jeudi	04:30:00 PM	06:30:00 PM	BF	A	420	Groupe	actif	D	3								
IA01	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	A	420	Groupe	de	réserve	D	4							
IA01	TP	Jeudi	08:00:00 AM	10:00:00 AM	semaine	A	BF	B	116	Groupe	actif	T	1						
IA01	TP	Jeudi	08:00:00 AM	10:00:00 AM	semaine	B	BF	B	116	Groupe	actif	T	1						
IA01	TP	Jeudi	10:15:00 AM	12:15:00 PM	semaine	A	BF	B	116	Groupe	actif	T	2						
IA01	TP	Jeudi	10:15:00 AM	12:15:00 PM	semaine	B	BF	B	116	Groupe	actif	T	2						
IA01	TP	Vendredi	04:30:00 PM	06:30:00 PM	semaine	A	BF	B	116	Groupe	actif	T	3						
IA01	TP	Vendredi	04:30:00 PM	06:30:00 PM	semaine	B	BF	B	116	Groupe	actif	T	3						
IA01	TP	Mardi	04:30:00 PM	06:30:00 PM	BF	B	215	Groupe	de	réserve	T	4							
IA01	TP	Mardi	04:30:00 PM	06:30:00 PM	BF	B	215	Groupe	de	réserve	T	5							
IA03	Cours	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	106	Groupe	actif	C									
IA03	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	306	Groupe	actif	D									
IA04	Cours	Mardi	04:30:00 PM	06:30:00 PM	BF	A	100	Groupe	actif	C									
IA04	TD	Lundi	10:15:00 AM	01:15:00 PM	BF	A	306	Groupe	actif	D	1								
IA04	TD	Mardi	10:15:00 AM	01:15:00 PM	BF	A	306	Groupe	actif	D	2								
IC01	Cours	Mardi	01:00:00 PM	02:00:00 PM	BF	A	310	Groupe	actif	C									
IC01	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	406	Groupe	actif	D	1								
IC01	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	406	Groupe	actif	D	2								
IC03	Cours	Mercredi	01:00:00 PM	02:00:00 PM	BF	A	202	Groupe	actif	C									
IC03	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	A	406	Groupe	actif	D	1								
IC03	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	406	Groupe	actif	D	2								
IC06	Cours	Vendredi	01:00:00 PM	02:00:00 PM	BF	A	202	Groupe	actif	C									
IC06	TD	Vendredi	02:15:00 PM	04:15:00 PM	BF	A	509	Groupe	actif	D									
ICX1	Cours	Vendredi	01:00:00 PM	02:00:00 PM	PG	O	128	Groupe	actif	C									
ICX1	TD	Vendredi	02:00:00 PM	06:00:00 PM	PG	O	128	Groupe	actif	D									
ICX4	Cours	Mercredi	10:15:00 AM	11:15:00 AM	PG	O	122	Groupe	actif	C									
ICX4	TD	Mercredi	11:15:00 AM	01:15:00 PM	PG	O	122	Groupe	actif	D									
ICX6	Cours	Mercredi	06:30:00 PM	07:30:00 PM	PG	O	122	Groupe	actif	C									
ICX6	TP	Mercredi	04:30:00 PM	06:30:00 PM	PG	O	122	Groupe	actif	T									
ICX8	TD	Jeudi	02:15:00 PM	06:15:00 PM	SI	CI	205,	SI	CI	206	Groupe	actif	D						



IDC2	Cours	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	206	Groupe	actif	C									
IDC2	TD	Jeudi	04:30:00 PM	06:30:00 PM	PG	O	227	Groupe	actif	D									
IDC3	Cours	Lundi	04:30:00 PM	05:30:00 PM	BF	A	212	Groupe	actif	C									
IDC3	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	212	Groupe	actif	D									
IDC5	Cours	Mardi	08:00:00 AM	10:00:00 AM	BF	A	108,	BF	A	314	Groupe	actif	C						
IDC5	TP	Mardi	04:30:00 PM	06:30:00 PM	BF	A	601,	BF	B	216	Groupe	actif	T						
IDC6	Cours	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	202	Groupe	actif	C									
IDC6	TP	Mercredi	04:30:00 PM	06:30:00 PM	SI	CI	205,	SI	CI	206	Groupe	actif	T						
INF1	Cours	Jeudi	02:15:00 PM	04:15:00 PM	CR	B	110	Groupe	actif	C									
INF1	TD	Lundi	01:00:00 PM	04:00:00 PM	BF	B	217	Groupe	actif	D	1								
INF1	TD	Lundi	04:30:00 PM	07:30:00 PM	BF	B	217	Groupe	actif	D	2								
INF1	TD	Mardi	10:15:00 AM	01:15:00 PM	BF	B	215	Groupe	actif	D	3								
INF1	TD	Mercredi	01:00:00 PM	04:00:00 PM	BF	B	217	Groupe	actif	D	4								
INF1	TD	Mercredi	04:30:00 PM	07:30:00 PM	BF	B	215	Groupe	actif	D	5								
INF1	TD	Jeudi	10:15:00 AM	01:15:00 PM	BF	B	216	Groupe	actif	D	6								
INF1	TD	Vendredi	10:15:00 AM	01:15:00 PM	BF	B	216	Groupe	actif	D	7								
INF2	Cours	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	100	Groupe	actif	C									
INF2	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	A	306	Groupe	actif	D	1								
INF2	TD	Mardi	04:30:00 PM	06:30:00 PM	BF	A	306	Groupe	actif	D	2								
INF2	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	306	Groupe	actif	D	3								
INF2	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	306	Groupe	actif	D	4								
INF2	TD	Jeudi	04:30:00 PM	06:30:00 PM	BF	A	306	Groupe	actif	D	5								
INF2	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	306	Groupe	actif	D	6								
INF2	TP	Lundi	02:15:00 PM	04:15:00 PM	semaine	A	BF	B	116	Groupe	actif	T	1						
INF2	TP	Lundi	02:15:00 PM	04:15:00 PM	semaine	B	BF	B	116	Groupe	actif	T	1						
INF2	TP	Lundi	04:30:00 PM	06:30:00 PM	semaine	A	BF	B	116	Groupe	actif	T	2						
INF2	TP	Lundi	04:30:00 PM	06:30:00 PM	semaine	B	BF	B	116	Groupe	actif	T	2						
INF2	TP	Mardi	02:15:00 PM	04:15:00 PM	semaine	B	BF	B	116	Groupe	actif	T	3						
INF2	TP	Mardi	02:15:00 PM	04:15:00 PM	semaine	A	BF	B	116	Groupe	actif	T	3						
INF2	TP	Mercredi	02:15:00 PM	04:15:00 PM	semaine	B	BF	B	116	Groupe	actif	T	4						
INF2	TP	Mercredi	02:15:00 PM	04:15:00 PM	semaine	A	BF	B	116	Groupe	actif	T	4						
INF2	TP	Jeudi	02:15:00 PM	04:15:00 PM	semaine	B	BF	B	116	Groupe	actif	T	5						
INF2	TP	Jeudi	02:15:00 PM	04:15:00 PM	semaine	A	BF	B	116	Groupe	actif	T	5						
INF2	TP	Vendredi	02:15:00 PM	04:15:00 PM	semaine	B	BF	B	116	Groupe	actif	T	6						
INF2	TP	Vendredi	02:15:00 PM	04:15:00 PM	semaine	A	BF	B	116	Groupe	actif	T	6						
IQ01	Cours	Vendredi	10:15:00 AM	12:15:00 PM	BF	A	108	Groupe	actif	C									
IQ01	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	405	Groupe	actif	D									
IQ01	TP	Lundi	08:00:00 AM	10:00:00 AM	semaine	A	BF	A	505	Groupe	actif	T							
IQ01	TP	Lundi	08:00:00 AM	10:00:00 AM	semaine	B	BF	A	505	Groupe	actif	T							
IS00	Cours	Lundi	08:00:00 AM	10:00:00 AM	CR	B	110	Groupe	actif	C	1								



IS00	Cours	Mercredi	08:00:00 AM	10:00:00 AM	CR	B	110	Groupe	actif	C	2								
IS00	TD	Mercredi	04:30:00 PM	06:30:00 PM	semaine	B	Groupe	actif	D	1									
IS00	TD	Mercredi	04:30:00 PM	06:30:00 PM	semaine	A	Groupe	actif	D	1									
IS00	TD	Jeudi	04:30:00 PM	06:30:00 PM	semaine	B	Groupe	actif	D	2									
IS00	TD	Jeudi	04:30:00 PM	06:30:00 PM	semaine	A	Groupe	actif	D	2									
IS02	Cours	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	206	Groupe	actif	C									
IS02	TD	Jeudi	10:15:00 AM	12:15:00 PM	SI	CT	112	Groupe	actif	D	1								
IS02	TD	Jeudi	02:15:00 PM	04:15:00 PM	SI	CT	112	Groupe	actif	D	2								
IS02	TD	Jeudi	04:30:00 PM	06:30:00 PM	SI	CT	112	Groupe	de	réserve	D	3							
IS04	Cours	Lundi	01:00:00 PM	02:00:00 PM	BF	A	108	Groupe	actif	C									
IS04	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	616	Groupe	actif	D	1								
IS04	TD	Lundi	04:30:00 PM	06:30:00 PM	BF	A	616	Groupe	actif	D	2								
IS10	TD	Mercredi	04:30:00 PM	06:30:00 PM	Groupe	actif	D	1											
IS10	TD	Jeudi	04:30:00 PM	06:30:00 PM	Groupe	actif	D	2											
IS21	Atelier	Mercredi	06:45:00 PM	08:45:00 PM	BF	A	400	Groupe	actif	D									
IS22	Atelier	Mercredi	06:45:00 PM	08:45:00 PM	BF	A	400	Groupe	actif	D									
IS23	Atelier	Mercredi	06:45:00 PM	08:45:00 PM	BF	A	400	Groupe	actif	D									
IS99	Activité	annexe	Mercredi	04:30:00 PM	06:30:00 PM	Groupe	actif	D	1										
IS99	Activité	annexe	Jeudi	04:30:00 PM	06:30:00 PM	Groupe	actif	D	2										
ISC0	Cours	Jeudi	02:15:00 PM	04:15:00 PM	BF	A	206	Groupe	actif	C									
ISC0	TD	Jeudi	04:30:00 PM	06:30:00 PM	BF	B	217	Groupe	actif	D									
ISC1	Cours	Jeudi	10:15:00 AM	12:15:00 PM	BF	A	106	Groupe	actif	C									
ISC1	TD	Mercredi	04:30:00 PM	06:30:00 PM	BF	A	306	Groupe	actif	D									
ISC1	TP	Mercredi	06:30:00 PM	07:30:00 PM	BF	A	306	Groupe	actif	T									
ISC2	Cours	Mercredi	08:00:00 AM	10:00:00 AM	BF	A	206	Groupe	actif	C									
ISC2	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	A	400	Groupe	actif	D									
ISC3	Cours	Vendredi	08:00:00 AM	10:00:00 AM	BF	A	202	Groupe	actif	C									
ISC3	TD	Lundi	02:15:00 PM	04:15:00 PM	BF	A	306	Groupe	actif	D									
LA00	TD	Lundi	10:15:00 AM	12:15:00 PM	BF	C	203	Groupe	actif	D									
LA01	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	211	Groupe	actif	D									
LA02	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	107	Groupe	actif	D	1								
LA02	TD	Jeudi	02:15:00 PM	04:15:00 PM	BF	C	107	Groupe	actif	D	2								
LA02	TD	Vendredi	08:00:00 AM	10:00:00 AM	BF	C	107	Groupe	actif	D	3								
LA02	TD	Vendredi	10:15:00 AM	12:15:00 PM	BF	C	107	Groupe	actif	D	4								
LA03	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	C	203	Groupe	actif	D	1								
LA03	TD	Mardi	10:15:00 AM	12:15:00 PM	BF	C	203	Groupe	actif	D	2								
LA03	TD	Mercredi	08:00:00 AM	10:00:00 AM	BF	C	211	Groupe	actif	D	3								
LA03	TD	Mercredi	10:15:00 AM	12:15:00 PM	BF	C	211	Groupe	actif	D	4								
LA03	TD	Mercredi	02:15:00 PM	04:15:00 PM	BF	C	211	Groupe	actif	D	5								
LA04	TD	Mardi	08:00:00 AM	10:00:00 AM	BF	C	211	Groupe	actif	D	1								



LA04	TD	Mardi	02:15:00 PM	04:15:00 PM	BF	A	414	Groupe	actif	D	2								
LA04	TD	Mercredi	01:00:00 PM	02:00:00 PM	BF	C	211	Groupe	actif	T	1								
LA04	TD	Jeudi	01:00:00 PM	02:00:00 PM	BF	C	211	Groupe	actif	T	2								
LA11	TD	Jeudi	08:00:00 AM	10:00:00 AM	BF	C	104	Groupe	actif	D	1								
LA11	TD	Jeudi	10:15:00 AM	12:15:00 PM	BF	C	104	Groupe	actif	D	2								
LA11	TD	Mardi	09:00:00 AM	10:00:00 AM	BF	C	107	Groupe	actif	T	1								
LA11	TD	Mardi	01:00:00 PM	02:00:00 PM	BF	C	107	Groupe	actif	T	2								
